filename,width,height,class,xmin,ymin,xmax,ymax
4737a7d7-5d10-4912-b3e7-c8254a88af02_270_jpg.rf.d3112a72861d533cba4d7f3ded1c4015.jpg,416,416,good bean,63,50,402,342
2d398321-1a08-4aec-98b9-eb3301da9d79_45_jpg.rf.d2a59ca15baf2094d27a57d985b9683d.jpg,416,416,good bean,18,44,408,379
9ec72020-824e-4c15-b633-cba42d080364_225_jpg.rf.d2db041d681868047412034a8b7826b7.jpg,416,416,bad bean,78,75,368,378
60f07eaa-f4a0-4939-9882-acce7b2ee256_jpg.rf.d2d2ec0b9cd6159e51c7eb351f26a331.jpg,416,416,good bean,8,49,380,363
01b9d47e-ecba-48fd-a83f-ece6e05995fc_45_jpg.rf.d23b78add2918aac15336fdd77aa00f8.jpg,416,416,bad bean,50,39,319,328
53f913e3-941b-4772-8446-2bad471e22b0_180_jpg.rf.d33f32a1c6de1738b17ca9a18c60d8cf.jpg,416,416,good bean,38,72,397,398
687d8151-bfed-420b-9a07-5213500e2964_90_jpg.rf.d2a9ca7fd027d184140c08e5ecef0a87.jpg,416,416,good bean,24,58,414,365
ba23ca74-9f22-43fe-8e97-1aaac5891d8d_180_jpg.rf.d2fee1a42fde195d0dc0e3a44ea8ea1c.jpg,416,416,good bean,50,67,364,393
4ded4873-2bd7-4d9b-80ae-7a8967c128ce_270_jpg.rf.d243901a4381c62a5baa781d2d732f26.jpg,416,416,bad bean,65,100,406,319
6fb259e3-002e-473c-a2bc-4a9f48c1ebe7_225_jpg.rf.d2d4103ba99d5ea5925ea3bc3545e16c.jpg,416,416,bad bean,25,46,386,382
0c4d65e5-1985-47b2-8252-616ed898bd7c_135_jpg.rf.d313ead86aa9b52b0295cf037b3850d8.jpg,416,416,good bean,20,55,375,383
40cbb123-b3d1-4546-aa26-2fdd1090b075_jpg.rf.d2fd3ceda0fbe1c4d62eed1055577e60.jpg,416,416,good bean,21,94,351,329
a1690e8a-68f2-42fa-b0a0-6c59cc895c84_90_jpg.rf.d26d8cade66ed7a2d6c1fd5f47d985b3.jpg,416,416,good bean,17,64,404,374
642d6f5f-fa24-4c18-b7b2-6b24334629a3_225_jpg.rf.d39a206530859a33710bf95370e52e8d.jpg,416,416,good bean,78,61,373,381
303bf4f0-4e58-4f52-83e1-73f1a7ceabc5_225_jpg.rf.d35b648add2b349d596394c040fd04a1.jpg,416,416,good bean,57,25,372,392
014bcc0a-10c7-41eb-80eb-e2f62bb652b3_90_jpg.rf.d2e99957ba5a6213638384a81b768a9e.jpg,416,416,good bean,63,26,346,409
df1a716e-d93a-4e13-8144-399bae44a249_225_jpg.rf.d3e5ecb1a6053ff6722afe33ad9d382a.jpg,416,416,bad bean,73,26,374,365
687de30d-714c-4d10-9b23-998af950a13a_90_jpg.rf.d441f6c7bfae4183eef641f5d405b6f3.jpg,416,416,bad bean,10,83,408,317
69fc95bf-f644-4c92-8057-f05146da07f7_45_jpg.rf.d398be185ce733c100f9d8f9a45d8811.jpg,416,416,good bean,35,10,361,370
73cca509-de66-4cbc-9421-8fcb263fefcc_135_jpg.rf.d3d6bec0cecc5ce247fffcfbfaf8e302.jpg,416,416,good bean,13,112,344,374
706a501b-940f-4252-89a9-1afae476d3b1_jpg.rf.d411aa98b3933c599b07cb5e18a63487.jpg,416,416,good bean,80,24,337,331
0327f441-9a02-40a9-b280-251440ad4cec_jpg.rf.d422fa7a19cc0722a73d5804a7d8c0ab.jpg,416,416,good bean,60,71,367,399
215be899-dd62-42e0-b42e-8331622f5b9a_180_jpg.rf.d425bdcfb3121fbf5e969282272e999d.jpg,416,416,good bean,76,59,415,361
a936c90a-8f24-4289-b10b-4830ac9f3019_180_jpg.rf.d3f431866a32780c0b874c5c0be94b2b.jpg,416,416,good bean,27,86,381,408
91b94861-b751-4b86-b7a3-f6b2e3dbbd89_135_jpg.rf.d4d0a37d5359fa5e5ebeabbabe08e41a.jpg,416,416,good bean,50,70,315,397
4ded4873-2bd7-4d9b-80ae-7a8967c128ce_135_jpg.rf.d4128f9f843d48c7377b8a70ed05df80.jpg,416,416,bad bean,32,117,373,329
00a9637f-e5c9-4522-8d19-d6b3e8bae3f3_45_jpg.rf.d43762ef62552d350031bac9ae573c91.jpg,416,416,good bean,62,63,308,382
6fb259e3-002e-473c-a2bc-4a9f48c1ebe7_135_jpg.rf.d3a0e6c837aa9efc2e4cdc5d5941a9a4.jpg,416,416,bad bean,38,25,370,389
adcb9cef-245f-4674-bd16-4c8ad789d0a8_jpg.rf.d46cd9ece841d5b8ad29af4a9e1e1f73.jpg,416,416,good bean,53,18,365,363
d02674ec-4a90-43c1-9aba-1cf70300a55a_90_jpg.rf.d446d6c4a589e99eecfb8843cd71b026.jpg,416,416,bad bean,8,79,412,353
a70cfd80-0fa8-48c8-ab56-7f7cc8b0bb9b_jpg.rf.d38753e2df79865013c76f5777d32632.jpg,416,416,good bean,30,16,392,368
44c7fb6b-7175-4aa3-98c2-9bc78d8a6f92_jpg.rf.d4c22b6c0f04b0825a80d8acf97e8757.jpg,416,416,good bean,32,74,409,343
a3f8b634-4b11-478d-bbfe-41a57317ad50_225_jpg.rf.d46d1521d307d088bb273047cc032534.jpg,416,416,good bean,52,58,396,398
3fa757aa-5f48-4acc-b2d9-edf0d584d79a_45_jpg.rf.d55b7833c7a929591c00ee1170e6259c.jpg,416,416,good bean,53,1,368,367
6fb259e3-002e-473c-a2bc-4a9f48c1ebe7_225_jpg.rf.d4fbd1ed6a674a7e7f72d28881c37b34.jpg,416,416,bad bean,25,46,386,382
207aff1c-09cf-47d1-ae76-474c6c31b0e4_270_jpg.rf.d50b81d30aa3f56fa430ed8499f335af.jpg,416,416,good bean,64,47,415,346
79eb3e80-65d5-431c-b388-ea52ce593c7d_135_jpg.rf.d5398803e0c3493512335fe8b305a455.jpg,416,416,bad bean,39,66,300,415
687de30d-714c-4d10-9b23-998af950a13a_270_jpg.rf.d480e5eff43dc23243f3e9d2a0c18940.jpg,416,416,bad bean,15,101,407,335
6e3c83a7-c5c6-46b5-8562-ffa8d99f4bb2_90_jpg.rf.d54c967cd83c1a986ae8ee3315b6c43e.jpg,416,416,good bean,53,98,364,397
7e2e4fb2-dc94-46c6-a203-0db83ca84e81_180_jpg.rf.d5335eabd7bc6eecb6de7b1666548a96.jpg,416,416,good bean,67,66,356,407
4fac26f2-1588-4362-9e73-ffe2e8791cbb_jpg.rf.d4d17a490485cfca78e2c9b2f63ff753.jpg,416,416,bad bean,100,20,317,333
96f68346-9256-416a-a050-9ec4b750ccc6_270_jpg.rf.d5a19694f90976d8ccfddbfac0c36ee6.jpg,416,416,good bean,64,65,406,335
97e4c08e-3475-4d77-8b54-a2231e38f6a2_jpg.rf.d624055da4a7c0ba3e4ffe16d57fca58.jpg,416,416,good bean,27,12,399,378
06b95f3f-e2f5-4f58-95b1-6f9024e8e5d7_jpg.rf.d64f8bfcd8f6938518d0898a0a6b0556.jpg,416,416,good bean,38,21,354,388
91c2e56d-2549-4574-9414-86aa17e84ef4_180_jpg.rf.d619b92f3e421922d69e15bb289e7d16.jpg,416,416,good bean,64,16,361,402
80c4e3b8-9502-4216-aad1-1b5f6f3d6b72_180_jpg.rf.d678a9330e28592a2f0e0413eddeed80.jpg,416,416,good bean,49,23,358,400
75f27827-8267-4ad8-8c7f-938a7c0c0a72_270_jpg.rf.d51ffec6a69eb2f707264dcd3f7247ef.jpg,416,416,good bean,66,39,415,365
87cc591e-7e25-4d08-a519-6b5ec6d98cfa_270_jpg.rf.d62302c17a4a1b8e10e0c49d750f2870.jpg,416,416,good bean,70,51,401,362
a57c3779-84b6-494f-a396-47718417b914_225_jpg.rf.d5f5dc12e0d75a322ee0227b467d9c3a.jpg,416,416,good bean,39,78,409,363
0327f441-9a02-40a9-b280-251440ad4cec_90_jpg.rf.d53537844c13d79294a5b3d06784115a.jpg,416,416,good bean,70,71,400,348
859bbe6e-7f46-4b86-acd1-86fea679de36_45_jpg.rf.d66eb0e7cdc8881b09ef2eca17615407.jpg,416,416,good bean,32,24,373,411
d02674ec-4a90-43c1-9aba-1cf70300a55a_225_jpg.rf.d64d7c37d9ebf6b089a4f95c6608387d.jpg,416,416,bad bean,39,32,383,397
9dbe8a30-979a-4722-a1a9-712f4ecbb2a6_90_jpg.rf.d65409c8ed087e8e7f6c8065614ffe57.jpg,416,416,good bean,14,57,354,348
217fef04-2462-4dca-a170-f780b700b17e_45_jpg.rf.d6601db1d357562c73d089427231027a.jpg,416,416,good bean,9,52,363,402
66ba2553-31f1-473c-9602-d2df0c1bb3f0_jpg.rf.d6943c31fdf7970ef830c898ceb700b2.jpg,416,416,good bean,77,7,370,365
15fd3442-e84f-4c27-952b-ec415fe777d6_225_jpg.rf.d6a6b3064a71516afacd92558b033a57.jpg,416,416,good bean,80,85,390,358
811f5cf3-9a05-4b39-b1b3-174f31f7cec6_270_jpg.rf.d68cb9b021248b13ef7b765df818bd90.jpg,416,416,good bean,6,9,406,368
75fea9b7-7c08-4ea2-bb8d-50096fdf774b_225_jpg.rf.d600a18200f3cc4d1d6b17a2bfc25e13.jpg,416,416,good bean,39,31,400,393
1acf8679-d50f-446c-b806-def7d073e244_90_jpg.rf.d54854b80273a0448536b997343f7c66.jpg,416,416,bad bean,14,115,396,343
687d8151-bfed-420b-9a07-5213500e2964_jpg.rf.d6fa57771a5893aa0d4c8893f541b6fa.jpg,416,416,good bean,52,24,359,410
09e044e6-a2b6-4827-9853-beb7d392347f_45_jpg.rf.d6c5637c488cbbf91ea0b4e672da1f25.jpg,416,416,good bean,20,17,332,348
4f08fc98-7d4d-43f7-921d-b2ccf8ca726d_225_jpg.rf.d6b2312864ef25af6cd1fe1077eea4aa.jpg,416,416,bad bean,13,35,403,403
8a28aff5-8859-462a-bccf-e8d61dde3eff_jpg.rf.d6d3b31ab95830f3cd1e13f542e1c28e.jpg,416,416,bad bean,107,21,309,355
de7c5c69-6255-4087-9565-1732a07c986d_45_jpg.rf.d759ea1d6d842fa9d2572c8f90f652c6.jpg,416,416,bad bean,1,93,346,338
4737a7d7-5d10-4912-b3e7-c8254a88af02_225_jpg.rf.d6eb1a82b0e8ba36cb85701d85784719.jpg,416,416,good bean,71,60,405,376
a4b1b05e-8f9a-4f68-98fe-52dd9e2a9663_270_jpg.rf.d724e65ea8bef3cb87009a33a6ddeee5.jpg,416,416,bad bean,74,85,400,335
5a3117dc-7932-4c34-ae3f-e5867c98ee0a_90_jpg.rf.d7e993f618a3b7bfabf1a7f66eb97739.jpg,416,416,good bean,19,14,367,406
345b8a93-c7d2-4b34-9e0c-90f2561ada84_90_jpg.rf.d7067f9e0c46deffef8407d629aaa01d.jpg,416,416,good bean,22,43,357,382
01b9d47e-ecba-48fd-a83f-ece6e05995fc_jpg.rf.d761d2d886de5fd47849350dccadf8af.jpg,416,416,bad bean,95,18,327,339
0c279d03-a83d-4404-b852-2b90d79e1ed3_jpg.rf.d828b7070a8503bb7c97e5225e11e9a4.jpg,416,416,good bean,4,22,354,379
4ded4873-2bd7-4d9b-80ae-7a8967c128ce_270_jpg.rf.d726f2ba3237527f2f1464a7492b5e21.jpg,416,416,bad bean,65,100,406,319
600d2167-2072-4825-9516-6c13af9fc382_90_jpg.rf.d70674a12752d0b3f2f0cb0f4ed55f73.jpg,416,416,good bean,17,79,354,355
84c8c90b-b9c3-4290-bdff-f1946a11050a_180_jpg.rf.d7fb892e204eaf26c524f9a6b78e0108.jpg,416,416,good bean,27,88,395,399
69dc5c1e-a7ad-49aa-ba21-235545c312c6_135_jpg.rf.d75ed1d11ec4c1ee5f48d9be1cfc298a.jpg,416,416,good bean,45,85,396,410
8ddce3ce-bc64-4942-93aa-940868007f64_jpg.rf.d758c02456214c340702a87fdd3f97c4.jpg,416,416,good bean,30,23,379,324
8dfde29c-73a0-4bd6-a788-0a31baf572a0_jpg.rf.d7b7ea80394eba07ca2bddec7f937c34.jpg,416,416,good bean,15,69,321,355
72ab964e-0b95-46ec-a135-1890eb300c53_180_jpg.rf.d8085d7e0f057059c77c46fc7667d7aa.jpg,416,416,good bean,63,31,409,393
41ab7cda-4c88-47b8-98da-0c6ee6e07325_135_jpg.rf.d8bb9cc97bb4e5016dae3eb43a7aa9df.jpg,416,416,good bean,39,78,353,385
70be0397-922c-4185-bb84-728b59ab25f8_45_jpg.rf.d82a92636300aaedb8d09da0c743406a.jpg,416,416,good bean,1,41,362,354
75f27827-8267-4ad8-8c7f-938a7c0c0a72_270_jpg.rf.d772d1fd71ec136ff58de7254793b6f7.jpg,416,416,good bean,66,39,415,365
5d5357ec-e4b0-4f32-a45c-2dca5338324d_180_jpg.rf.d91fb82a6ba70c23ca42021957be16de.jpg,416,416,good bean,76,14,370,387
a4b1b05e-8f9a-4f68-98fe-52dd9e2a9663_225_jpg.rf.d89faf7c96b3953298c855bb8725ce8c.jpg,416,416,bad bean,121,78,395,376
8a28aff5-8859-462a-bccf-e8d61dde3eff_90_jpg.rf.d8a7df8311da31bfbccbb41593b72878.jpg,416,416,bad bean,22,109,351,307
52eb9c86-9714-4fb7-bc45-cbbe25a2b444_45_jpg.rf.d7ee975395f48e0f3dabc6244a3e761b.jpg,416,416,good bean,36,33,321,353
687d8151-bfed-420b-9a07-5213500e2964_90_jpg.rf.d8e439b3c7e7d8d163c7144366fa1c5c.jpg,416,416,good bean,24,58,414,365
52fd332d-b13d-4675-8292-bfb533d39432_jpg.rf.d86a17f0beffde9734757627778d2470.jpg,416,416,good bean,77,18,351,321
93bde728-be7b-4af0-a18e-67f00d6fdcac_225_jpg.rf.d8423624f0879f1e1bb052305d072494.jpg,416,416,good bean,55,62,415,406
9eaca121-9239-49f4-9d05-34ef9f10bcaa_180_jpg.rf.d98922745d1f2ccf424675c1dd07f3f6.jpg,416,416,good bean,21,54,402,398
de7c5c69-6255-4087-9565-1732a07c986d_90_jpg.rf.d9051dbfd79506e2287f3c4321f26c85.jpg,416,416,bad bean,13,74,348,379
5522f66d-ad72-48d5-9767-5e7b23f6a206_180_jpg.rf.d966f8805078946a7c194c67d7117198.jpg,416,416,bad bean,9,90,408,344
93a64c9f-678d-4302-94ea-5758bbf7451c_90_jpg.rf.d9c4b044def9113bfa1034313d40ae19.jpg,416,416,good bean,20,103,341,316
76a872d2-5c22-4f33-82b4-18c0f78e1a1b_270_jpg.rf.d8cf802e4c51361e018df45a9bd2f400.jpg,416,416,good bean,60,22,410,404
ccd5cdb4-3df2-4b3b-833b-3bdc7d43ee4d_45_jpg.rf.da0c65c719bd8431ae688fb9919583b3.jpg,416,416,good bean,32,49,363,335
33e3e3fe-8e37-4b4a-aa04-ad3864731632_45_jpg.rf.d9fa5cd6c7ef19f67f6cf0c4a0fc9391.jpg,416,416,good bean,14,1,368,390
7d0322d1-3583-4a2b-ad25-e76d31603cee_45_jpg.rf.d986da7509a9f982a784010ce915f980.jpg,416,416,good bean,15,63,413,370
8ddce3ce-bc64-4942-93aa-940868007f64_jpg.rf.d962d0fc06eaf7e01fb6eb1b07ec77c4.jpg,416,416,good bean,30,23,379,324
9cc65155-05ca-40b0-b813-2892c3ff04a4_45_jpg.rf.da2bb5ff4ffbb4cbc5d0678361f3fce7.jpg,416,416,good bean,5,33,384,402
5064456d-d977-4c88-a2f7-613db1f3f19b_jpg.rf.d9b25e973588de80c4dc0275eee3be93.jpg,416,416,good bean,75,21,340,351
51ba5ef7-fd64-4d52-9c3f-9d70e0ff040f_45_jpg.rf.da6a8cd6f321fa211db8e36f4a63bb1b.jpg,416,416,good bean,43,28,344,349
25365714-d0ec-4a39-aba3-ea056e686ce9_180_jpg.rf.d95bfe4c90213c0c0cbd4e24509b08a8.jpg,416,416,good bean,82,34,399,390
0c279d03-a83d-4404-b852-2b90d79e1ed3_jpg.rf.d9a6d874c8e79fc627c62de7003b8a96.jpg,416,416,good bean,4,22,354,379
0327f441-9a02-40a9-b280-251440ad4cec_135_jpg.rf.d9e5884c94409c203a02b8800b163157.jpg,416,416,good bean,69,40,400,342
84f05969-c971-4d44-8df4-3a80a71a545d_jpg.rf.d95f1c193facb40380dac076902da585.jpg,416,416,good bean,49,6,363,372
4fac26f2-1588-4362-9e73-ffe2e8791cbb_45_jpg.rf.da42be18f766874909264bb4b3242476.jpg,416,416,bad bean,39,55,314,329
91c2e56d-2549-4574-9414-86aa17e84ef4_270_jpg.rf.da7aa80518f40ca1953627b8f134fa9e.jpg,416,416,good bean,20,53,406,359
6bb51206-67ec-431b-8484-93739b1fddad_135_jpg.rf.da7404c12ba2e86596c8e2b7376bf5ec.jpg,416,416,bad bean,96,47,359,393
dc2bb2f5-03e1-46c1-9886-bda5f5bee11b_225_jpg.rf.d9de6472350c2c47de3f0c34721d5e74.jpg,416,416,good bean,72,81,386,382
94a26150-c197-425f-961b-0a4ae35825cf_jpg.rf.daccf545b56e9649d451ad1fa10b0cf5.jpg,416,416,good bean,81,23,345,327
0c04b448-fe60-4b89-bf5a-b18fe90a5870_270_jpg.rf.dab5d6dfd2485c900f9bf553d0463171.jpg,416,416,good bean,114,24,405,403
6b316208-fce5-4562-a45b-736f29a3a697_270_jpg.rf.dad5a17c12039c74d768e705f2ce324e.jpg,416,416,bad bean,54,21,409,394
b4b3a28f-aee8-402c-856a-b09db5dbeb4a_jpg.rf.da51d8a9068c272504618ac29b4dbd0a.jpg,416,416,bad bean,8,82,399,323
9dd803f6-3218-4e96-ad6e-55b3d36e8470_135_jpg.rf.da09ae4c353b9f5eade617d5a1521e41.jpg,416,416,good bean,49,71,322,395
84c8c90b-b9c3-4290-bdff-f1946a11050a_45_jpg.rf.da5372d4765974d4a9870b068973dff9.jpg,416,416,good bean,6,11,359,372
9aa3d151-a2d6-4d13-ad4f-f133f4552c4f_225_jpg.rf.da8a6216bf434cb02c506a135d3851c9.jpg,416,416,good bean,68,75,372,397
507e6cd8-2041-47e5-b174-28a6d9328985_225_jpg.rf.db3d00464317e560b137cda3e19bab37.jpg,416,416,good bean,73,49,393,324
70be0397-922c-4185-bb84-728b59ab25f8_135_jpg.rf.db013ce99c6b2e54d5aadb1710595faf.jpg,416,416,good bean,44,57,369,415
a936c90a-8f24-4289-b10b-4830ac9f3019_135_jpg.rf.dae96f8b3d871e10f19ef2168b2bc865.jpg,416,416,good bean,1,51,371,401
3c5c4ffd-e4d4-45b7-a07c-64e2f6788de2_180_jpg.rf.db28900debc89a841f9567fb1432062b.jpg,416,416,bad bean,43,10,366,406
0c04b448-fe60-4b89-bf5a-b18fe90a5870_225_jpg.rf.db10129a43c6a1f68c8f06de982eb370.jpg,416,416,good bean,73,70,402,415
69fc95bf-f644-4c92-8057-f05146da07f7_270_jpg.rf.db0520773af1d4dab4091b822e514219.jpg,416,416,good bean,62,61,411,357
1513532a-b352-4b17-b681-b02f3127b483_180_jpg.rf.dae86cf541bedf041e41dc4c6de5007b.jpg,416,416,good bean,97,50,402,363
3bde05ec-782e-445d-a221-38a8ecbc5dab_45_jpg.rf.db481d55c4a536f8ada119595a048fd3.jpg,416,416,good bean,13,1,353,376
f206736f-e48f-4e12-b367-144752c744e6_135_jpg.rf.da4ecc7f3fc387d3a684793626a4a5ed.jpg,416,416,bad bean,67,81,356,415
df1a716e-d93a-4e13-8144-399bae44a249_45_jpg.rf.db3c427943738f72fdafe68faf41fa4e.jpg,416,416,bad bean,55,59,343,394
00137db3-94aa-4aa5-aa3b-e3e09d6a5ef5_180_jpg.rf.db82c5dad473cb3bf3d29977059214d7.jpg,416,416,good bean,81,102,336,402
61e87bb2-b69a-4d10-afa1-6c1a3d0291df_180_jpg.rf.dbe29ec2f59df535641157989c1dd01b.jpg,416,416,bad bean,90,72,334,402
56863d51-82dd-432b-808a-bb09a5e65be6_jpg.rf.dbb415189311cca849e29e1cdb0bc4ba.jpg,416,416,good bean,62,17,327,399
84f05969-c971-4d44-8df4-3a80a71a545d_270_jpg.rf.db1db4fbdb0f0a1ed43065317bbf1310.jpg,416,416,good bean,40,44,415,368
706a501b-940f-4252-89a9-1afae476d3b1_225_jpg.rf.dbf6a2e54c57ab29694d62843680f628.jpg,416,416,good bean,81,78,390,386
98cb62e4-f491-47c7-b871-9d1aeeac307e_225_jpg.rf.db599f51869d340026b66696684b2013.jpg,416,416,good bean,99,62,387,374
96f68346-9256-416a-a050-9ec4b750ccc6_270_jpg.rf.dbb66a845a44c35cabcb63e830972d87.jpg,416,416,good bean,64,65,406,335
52eb9c86-9714-4fb7-bc45-cbbe25a2b444_270_jpg.rf.db876cb17e872d5e892a1db8d5daae43.jpg,416,416,good bean,88,54,405,355
84c8c90b-b9c3-4290-bdff-f1946a11050a_90_jpg.rf.db971730eba0736ed7f6f381ee83e1e5.jpg,416,416,good bean,23,27,322,405
de7c5c69-6255-4087-9565-1732a07c986d_225_jpg.rf.da7e6627d3931f1146df61d1b39d45d2.jpg,416,416,bad bean,73,84,415,332
93a64c9f-678d-4302-94ea-5758bbf7451c_135_jpg.rf.dc235fd92801451953188588d615d8f9.jpg,416,416,good bean,44,90,318,367
0fbac742-48ee-4857-ab82-3318c8fbdcb8_180_jpg.rf.dc59265a36f98562e0b1b4ae509865a1.jpg,416,416,good bean,88,38,396,380
61e87bb2-b69a-4d10-afa1-6c1a3d0291df_135_jpg.rf.dc37227eda36149953a4bf83a1fac437.jpg,416,416,bad bean,47,70,319,376
afd3edfe-e4fe-4715-8429-5af060c5f0d9_135_jpg.rf.dc8709cd607385a83a83a9b5a9360b56.jpg,416,416,good bean,57,24,369,401
8140aed5-a61c-4048-81dc-c9e2149f60b2_90_jpg.rf.dc95ce73f805b0c97029f908cfed92d0.jpg,416,416,good bean,11,78,398,376
4fac26f2-1588-4362-9e73-ffe2e8791cbb_jpg.rf.dca3f460d3702d994e1c58ca1601fb5e.jpg,416,416,bad bean,100,20,317,333
8d331829-b225-451b-8aaa-89058c62faf5_45_jpg.rf.db8e130add7771ac904ae4a5e84a5ab0.jpg,416,416,good bean,55,27,331,354
22ada72b-340c-4d68-9534-2729e3347cab_270_jpg.rf.dcb6ce8ac9f26f8f7090f01b885c1938.jpg,416,416,good bean,15,25,400,373
84f05969-c971-4d44-8df4-3a80a71a545d_225_jpg.rf.db952e55247dad3f082d5cc49b6640f0.jpg,416,416,good bean,32,58,408,405
ba23ca74-9f22-43fe-8e97-1aaac5891d8d_jpg.rf.dd2bdc8936e81e7239a0198ffd86f85e.jpg,416,416,good bean,45,18,385,341
2bf615ea-7241-4861-82d7-bb74c8b5dfba_jpg.rf.dca8141d86ffb94d9b59cd3facbbcf2a.jpg,416,416,good bean,10,89,346,353
4fac26f2-1588-4362-9e73-ffe2e8791cbb_135_jpg.rf.dd05ff0ad723e09604b0583f9157ba91.jpg,416,416,bad bean,50,101,318,372
